name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,windgust,windspeed,cloudcover,description,icon
NgheAn,2020-10-16,27.7,23.1,25.1,32,23.1,25.6,91.5,218.3,77.8,39.2,99.6,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-10-17,24,20.2,22.7,24,20.2,22.7,84.5,31.1,76,39.2,100,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-10-18,23.5,19.7,21.5,23.5,19.7,21.5,89.6,84.9,63.7,31.3,100,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-10-19,22.5,19.1,20.9,22.5,19.1,20.9,89.3,137.7,56.2,28.4,100,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-10-20,23.5,18.7,21.4,23.5,18.7,21.4,83.3,9.1,49.7,25.2,100,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-10-21,25.2,20.1,22.6,25.2,20.1,22.6,75.9,0.6,43.2,23.8,89.4,Partly cloudy throughout the day with rain clearing later.,rain
NgheAn,2020-10-22,27.6,18.7,23.5,27.3,18.7,23.5,70.9,0,41,23,61.6,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-10-23,27.9,18.2,23.5,27.7,18.2,23.5,68,0,36.4,19.8,73.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-10-24,27.6,19.1,23.4,28.1,19.1,23.5,70,0,28.1,15.1,94.6,Cloudy skies throughout the day,cloudy
NgheAn,2020-10-25,25.1,21.1,23,25.1,21.1,23,75.3,0.1,34.2,18.4,97.3,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2020-10-26,24.9,20.7,22.8,24.9,20.7,22.8,89.7,41.8,43.2,25.2,97.9,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-10-27,27.6,22.1,24.7,29.8,22.1,25.1,83.7,4,31.3,15.5,95.4,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2020-10-28,26.2,22.7,24.6,26.2,22.7,24.6,86.5,7.5,79.6,45,98.7,Cloudy skies throughout the day with rain,rain
NgheAn,2020-10-29,26.2,24.1,25.3,26.2,24.1,25.3,90.8,105,84.6,47.9,99.9,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-10-30,25.7,21.1,23.5,25.7,21.1,23.5,92.2,363.1,57.2,34.6,99.8,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-10-31,24.6,20.7,23,24.6,20.7,23,90.4,60,38.2,21.6,98.1,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-11-01,26,22.2,24.3,26,22.2,24.3,87,0.1,25.9,14.8,77.4,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2020-11-02,27.6,22.6,24.8,29.9,22.6,25.1,87.3,2,40.3,21.2,85.7,Partly cloudy throughout the day with rain,rain
NgheAn,2020-11-03,24.3,21.7,23.1,24.3,21.7,23.1,77.2,0.1,41,22.3,98.1,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2020-11-04,24.4,21.2,23.1,24.4,21.2,23.1,76.8,0,30.6,17.3,97,Cloudy skies throughout the day,cloudy
NgheAn,2020-11-05,24.9,20.9,23.1,24.9,20.9,23.1,83.4,2,24.1,13.3,91,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2020-11-06,25.3,21.4,23.7,25.3,21.4,23.7,87,1,32.8,18.7,89.4,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2020-11-07,26.6,22.3,24.4,26.6,22.3,24.4,80.7,0.1,37.1,20.9,70.5,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2020-11-08,27,21.2,24.1,27.9,21.2,24.2,77,0,37.8,20.9,42.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-11-09,26.8,21.2,24,27,21.2,24,71.6,0,41.8,24.1,51.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-11-10,25.8,19.2,23.3,25.8,19.2,23.3,66.4,0,38.2,22.3,94.1,Cloudy skies throughout the day,cloudy
NgheAn,2020-11-11,23.8,20,21.4,23.8,20,21.4,75.4,0.1,41.4,19.1,99.6,Cloudy skies throughout the day with afternoon rain,rain
NgheAn,2020-11-12,25.6,20.5,22.9,25.6,20.5,22.9,72.6,0,30.6,16.9,70,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-11-13,27.3,18.7,22.8,27.3,18.7,22.8,74.6,0,32,18,29.2,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-11-14,26.1,18.2,22.3,26.1,18.2,22.3,71.9,1,33.8,21.2,72.1,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2020-11-15,21.9,18.7,20.6,21.9,18.7,20.6,88.9,19.3,75.6,36,100,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-11-16,23.9,20.2,22,23.9,20.2,22,90.6,43,47.9,14.8,96.6,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-11-17,27.1,21.7,23.9,29.4,21.7,24,87.2,0.3,18.4,8.6,80,Partly cloudy throughout the day with morning rain,rain
NgheAn,2020-11-18,29.1,22.2,24.8,32.2,22.2,25.5,88.7,0,18,7.9,46.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-11-19,28.7,22,24.8,31.6,22,25.4,89,0,18,8.6,42.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-11-20,29.2,22.7,25.2,31.9,22.7,25.8,87.5,0,18.4,9.4,51.6,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-11-21,27.8,22.2,25.1,31.1,22.2,25.7,89.4,0,20.5,9,42.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-11-22,28.1,22.2,25.2,31.4,22.2,25.5,88.8,0.9,22.3,13.7,53.8,Partly cloudy throughout the day with rain,rain
NgheAn,2020-11-23,28.6,23.5,25.7,32.2,23.5,26.5,88.9,0.6,28.1,14.8,48.1,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2020-11-24,27.6,24.2,25.4,30.9,24.2,25.9,89,1,31.3,18.7,63.3,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2020-11-25,27.6,23.2,25,29.9,23.2,25.1,88.3,0.5,26.6,13.7,58.7,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2020-11-26,26.4,22.7,24.6,26.4,22.7,24.6,89.2,4,30.2,15.8,61.3,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-11-27,26.2,23.1,24.7,26.2,23.1,24.7,85.3,0.6,47.2,27.4,57.4,Partly cloudy throughout the day with morning rain,rain
NgheAn,2020-11-28,24.1,21.6,23,24.1,21.6,23,81.5,1.2,47.5,26.6,72.7,Partly cloudy throughout the day with rain in the morning and afternoon,rain
NgheAn,2020-11-29,21.6,18.6,20.4,21.6,18.6,20.4,79.2,3,42.8,24.1,98.1,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2020-11-30,21.8,17.7,20,21.8,17.7,20,75.3,0.2,40,24.1,99.3,Cloudy skies throughout the day with morning rain,rain
NgheAn,2020-12-01,21.4,17.6,19.9,21.4,17.6,19.9,82,0.7,30.6,18.4,99.9,Cloudy skies throughout the day with rain in the morning and afternoon,rain
NgheAn,2020-12-02,21.1,17.7,19.6,21.1,17.7,19.6,84.9,0.9,31.7,18,99.6,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2020-12-03,22.8,18.1,20.6,22.8,18.1,20.6,80.6,0.2,42.8,25.9,86.5,Partly cloudy throughout the day with rain,rain
NgheAn,2020-12-04,20.8,16.7,19.1,20.8,16.7,19.1,78.5,0.7,47.5,28.4,86.2,Partly cloudy throughout the day with rain,rain
NgheAn,2020-12-05,19.6,15.6,18.1,19.6,15.6,18.1,78.5,0.8,41.8,23,99.6,Cloudy skies throughout the day with rain in the morning and afternoon,rain
NgheAn,2020-12-06,21.1,15.1,18.6,21.1,15.1,18.6,76.6,0.1,23,13,90.3,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2020-12-07,21.8,17.7,19.7,21.8,17.7,19.7,80.7,0,33.8,19.8,99,Cloudy skies throughout the day,cloudy
NgheAn,2020-12-08,20.8,17.2,19.6,20.8,17.2,19.6,79.7,0.5,34.2,19.1,86.1,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2020-12-09,22.2,16.2,19.4,22.2,16.2,19.4,83.6,0,23,11.9,76,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-12-10,21.7,16.1,19.8,21.7,16.1,19.8,86.7,0,29.5,16.2,80.2,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-12-11,24.1,19.5,21.4,24.1,19.5,21.4,84.7,0,19.4,9.7,78.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-12-12,23.4,17.7,21.2,23.4,17.7,21.2,92.5,0.1,21.6,13,83.9,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2020-12-13,25.4,18.9,22.5,25.4,18.9,22.5,92.2,0,20.9,11.2,73.2,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-12-14,26.2,21.8,23.5,26.2,21.8,23.5,93.1,1.4,42.5,23.4,92.7,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2020-12-15,20.7,17.2,18.7,20.7,17.2,18.7,88.6,48,40,22.7,99.7,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-12-16,17.1,14.7,16.3,17.1,14.7,16.3,87.9,12.8,35.6,20.5,99.6,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2020-12-17,16.9,14.2,15.5,16.9,14.2,15.5,86.5,2.3,32.8,18.7,99.9,Cloudy skies throughout the day with rain,rain
NgheAn,2020-12-18,16.4,14.1,15.3,16.4,14.1,15.3,85.2,6,40,23.8,95.8,Cloudy skies throughout the day with rain,rain
NgheAn,2020-12-19,15.6,12.1,14.5,15.6,12.1,14.5,74.6,0.1,40.3,23.4,95.8,Cloudy skies throughout the day with afternoon rain,rain
NgheAn,2020-12-20,16.2,13.2,15,16.2,13.2,15,68.6,0,41.4,25.6,97.7,Cloudy skies throughout the day,cloudy
NgheAn,2020-12-21,18.7,14.1,16.1,18.7,14.1,16.1,63.2,0,41,23,72,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-12-22,19.6,15.2,17.3,19.6,15.2,17.3,68.5,0,28.1,15.1,91.1,Cloudy skies throughout the day,cloudy
NgheAn,2020-12-23,20.1,16.3,18,20.1,16.3,18,75.9,0,24.1,11.9,94.1,Cloudy skies throughout the day,cloudy
NgheAn,2020-12-24,19.8,16.6,18.2,19.8,16.6,18.2,84.8,2.1,27,15.1,95.8,Cloudy skies throughout the day with rain in the morning and afternoon,rain
NgheAn,2020-12-25,20.4,17.6,18.8,20.4,17.6,18.8,86.6,0.2,21.6,10.4,99.2,Cloudy skies throughout the day with rain in the morning and afternoon,rain
NgheAn,2020-12-26,22.6,17.7,19.8,22.6,17.7,19.8,85.8,0,19.8,10.8,81.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-12-27,23.7,18.1,21.1,23.7,18.1,21.1,89.4,0,19.4,8.6,90.4,Cloudy skies throughout the day,cloudy
NgheAn,2020-12-28,26.7,20.6,22.3,26.7,20.6,22.3,90.2,0,20.2,10.8,69.1,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-12-29,26.1,18.4,22,26.1,18.4,22,91.7,0,25.2,10.4,55.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2020-12-30,23,17.2,19,23,17.2,19,71.7,1.1,55.8,29.5,97.4,Cloudy skies throughout the day with rain clearing later.,rain
NgheAn,2020-12-31,17,14.6,16,17,14.6,16,69.8,1,42.1,23.4,99.9,Cloudy skies throughout the day with early morning rain,rain
NgheAn,2021-01-01,15.8,12.1,14.4,15.8,12.1,14.4,72.9,0,36,22.3,84.6,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-02,17.8,10.1,14.5,17.8,10.1,14.5,77.7,0,31.3,15.5,68.1,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-03,18.5,14,16.1,18.5,14,16.1,80.6,0,33.1,19.4,85,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-04,20.6,15.1,17.9,20.6,15.1,17.9,70.6,0,25.9,14.4,83.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-05,19.7,16.5,17.7,19.7,16.5,17.7,82.3,0.5,25.6,14,88.8,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2021-01-06,18.6,16.5,17.5,18.6,16.5,17.5,88.2,7,24.5,13.3,97.2,Cloudy skies throughout the day with rain,rain
NgheAn,2021-01-07,18.1,15.4,16.9,18.1,15.4,16.9,91.4,8,33.1,20.2,100,Cloudy skies throughout the day with rain,rain
NgheAn,2021-01-08,15.6,11.1,12.9,15.6,11.1,12.9,83.8,15,46.4,25.9,100,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2021-01-09,13,9.4,11.3,13,8.4,11.2,72.3,0,37.1,21.6,99.9,Cloudy skies throughout the day,cloudy
NgheAn,2021-01-10,13.2,10.1,11.8,13.2,10.1,11.8,66.6,0,40.3,22,99.2,Cloudy skies throughout the day,cloudy
NgheAn,2021-01-11,13.9,11,12.7,13.9,11,12.7,58.4,0,50,29.9,93.3,Cloudy skies throughout the day,cloudy
NgheAn,2021-01-12,16.1,11.3,14,16.1,11.3,14,55.6,0,36.7,19.4,63.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-13,18.9,9.7,14,18.9,9.7,14,70.3,0,21.2,11.5,33.1,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-14,20.7,10.9,15.6,20.7,10.9,15.6,80.8,0,21.2,10.1,37,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-15,20.1,14.8,17.3,20.1,14.8,17.3,88.1,0.1,18,7.9,91.3,Cloudy skies throughout the day with late afternoon rain,rain
NgheAn,2021-01-16,20.7,16.9,18.7,20.7,16.9,18.7,89,0.4,26.6,13,89.7,Partly cloudy throughout the day with rain in the morning and afternoon,rain
NgheAn,2021-01-17,19.7,15.1,17.6,19.7,15.1,17.6,78.4,0.6,57.6,31,91.1,Cloudy skies throughout the day with rain clearing later.,rain
NgheAn,2021-01-18,18,12.6,15.2,18,12.6,15.2,62.1,0,35.3,20.2,62.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-19,20.1,9.9,15.3,20.1,9.9,15.3,76.9,0,20.9,9.4,31.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-20,21.1,12.6,16.8,21.1,12.6,16.8,87.2,0,22,10.1,60.6,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-21,21.9,17,19,21.9,17,19,88.1,0,18,10.7,83.1,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-22,21.1,17.8,19.1,21.1,17.8,19.1,88.3,0,19.1,8.6,78.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-23,24.1,15.7,18.8,24.1,15.7,18.8,86.6,0,21.6,11.2,55.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-24,24.6,15.4,19.1,24.6,15.4,19.1,89.5,0,24.8,13,58.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-25,23.6,18.3,20.6,23.6,18.3,20.6,92.3,0,19.8,9.7,79.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-01-26,24.4,19.5,20.9,24.4,19.5,20.9,89.9,0.6,24.8,11.9,71.5,Partly cloudy throughout the day with rain clearing later.,rain
NgheAn,2021-01-27,22.5,18.2,20.4,22.5,18.2,20.4,87,0,19.4,9.7,90.4,Cloudy skies throughout the day,cloudy
NgheAn,2021-01-28,21.4,18.5,20,21.4,18.5,20,88.1,1.1,44.3,26.6,88.6,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2021-01-29,19.6,17.9,18.8,19.6,17.9,18.8,78.8,0,24.1,14,95.2,Cloudy skies throughout the day,cloudy
NgheAn,2021-01-30,20.6,17.6,18.9,20.6,17.6,18.9,88,0.2,23.4,10.4,95.5,Cloudy skies throughout the day with afternoon rain,rain
NgheAn,2021-01-31,20.8,18.1,19.6,20.8,18.1,19.6,91.4,0.7,22.3,10.8,98,Cloudy skies throughout the day with rain in the morning and afternoon,rain
NgheAn,2021-02-01,23.2,18.7,20.5,23.2,18.7,20.5,91,0,18.4,9.4,86.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-02,21.9,18.2,20.2,21.9,18.2,20.2,91.9,1,25.2,13.3,73.1,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2021-02-03,22.1,18.7,20,22.1,18.7,20,90.6,0,24.5,11.5,67.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-04,23.1,18.1,20,23.1,18.1,20,89,0,22.3,10.8,65.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-05,22.8,18.2,20.3,22.8,18.2,20.3,89.3,0,24.1,11.9,75.6,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-06,22.7,18.3,20.4,22.7,18.3,20.4,86.8,0,23.8,11.9,67.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-07,22.7,16.7,20.2,22.7,16.7,20.2,89.2,0,21.6,11.2,83.1,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-08,23.1,19.7,21.3,23.1,19.7,21.3,87.4,0.8,29.5,16.2,94.5,Cloudy skies throughout the day with rain,rain
NgheAn,2021-02-09,20.1,16.6,18.2,20.1,16.6,18.2,89.6,42.4,48.2,23.4,99.2,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2021-02-10,22.1,16.2,18.9,22.1,16.2,18.9,83.8,1,31,14.4,52.8,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2021-02-11,22,14.2,19.2,22,14.2,19.2,87.1,0.1,21.2,13,44.8,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2021-02-12,22,17,19.6,22,17,19.6,82.3,0.5,22.7,8.6,46.3,Partly cloudy throughout the day with rain in the morning and afternoon,rain
NgheAn,2021-02-13,22.1,16,19.5,22.1,16,19.5,83.7,0,22.7,11.9,49.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-14,24.7,17.9,20.9,24.7,17.9,20.9,83.1,0.1,19.8,13.7,53.3,Partly cloudy throughout the day with morning rain,rain
NgheAn,2021-02-15,24.6,17.2,21.3,24.6,17.2,21.3,86.8,0,31.7,16.6,45.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-16,25.1,19.9,22.1,25.1,19.9,22.1,86.8,0,27.4,13.3,63.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-17,23.5,19.6,21.4,23.5,19.6,21.4,84.4,0.6,40.3,22,59.2,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2021-02-18,22.7,18.7,20.5,22.7,18.7,20.5,82.4,0.3,35.6,15.5,77.1,Partly cloudy throughout the day with rain in the morning and afternoon,rain
NgheAn,2021-02-19,22.2,18.1,20.3,22.2,18.1,20.3,82.6,0.2,28.8,13.3,60.8,Partly cloudy throughout the day with rain clearing later.,rain
NgheAn,2021-02-20,23,16.3,19.5,23,16.3,19.5,81,0,23,11.9,15.2,Clear conditions throughout the day,clear-day
NgheAn,2021-02-21,24.7,16.1,20.4,24.7,16.1,20.4,85.2,0,31.3,17.6,44.1,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-22,23.6,17.6,21.3,23.6,17.6,21.3,86.9,0,26.3,14.8,47.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-23,25.6,18.7,22.1,25.6,18.7,22.1,85.1,0,23.8,13.7,46.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-24,25.6,18.7,22.1,25.6,18.7,22.1,85.9,0,30.2,18.7,35.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-25,26.7,20.2,22.9,26.7,20.2,22.9,89.5,0,31.7,18,53.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-02-26,26.7,20.2,23.2,26.7,20.2,23.2,91.7,0.1,33.1,18,79.5,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2021-02-27,24,20.1,22.2,24,20.1,22.2,93.7,3.3,35.3,22.3,99.9,Cloudy skies throughout the day with rain,rain
NgheAn,2021-02-28,24.1,19.7,21.9,24.1,19.7,21.9,90.5,0.8,24.8,15.5,92.5,Cloudy skies throughout the day with rain,rain
NgheAn,2021-03-01,25.7,21.1,23.2,25.7,21.1,23.2,94.6,0.9,23.4,14.4,88.1,Partly cloudy throughout the day with rain in the morning and afternoon,rain
NgheAn,2021-03-02,23.8,18.7,20.6,23.8,18.7,20.6,87,6,48.6,25.2,99.8,Cloudy skies throughout the day with a chance of rain throughout the day,rain
NgheAn,2021-03-03,20.9,18.2,19.6,20.9,18.2,19.6,88.2,2.4,25.2,15.1,100,Cloudy skies throughout the day with rain in the morning and afternoon,rain
NgheAn,2021-03-04,22.1,18.9,20.6,22.1,18.9,20.6,90.1,3,19.4,11.2,85.6,Partly cloudy throughout the day with rain in the morning and afternoon,rain
NgheAn,2021-03-05,24.6,19.9,22,24.6,19.9,22,92.8,0.7,22.7,12.2,72.7,Partly cloudy throughout the day with morning rain,rain
NgheAn,2021-03-06,25.8,21.4,23,25.8,21.4,23,92.6,0,33.8,18,65.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-03-07,22.7,20.7,21.9,22.7,20.7,21.9,91.1,1.3,34.2,18.7,99.8,Cloudy skies throughout the day with rain in the morning and afternoon,rain
NgheAn,2021-03-08,24.1,20.4,22.4,24.1,20.4,22.4,89.5,0,23.4,11.2,80.6,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-03-09,26.7,22.1,23.8,28.6,22.1,23.9,91.2,1.3,33.8,19.4,62.8,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2021-03-10,27.9,21.7,24.2,30.7,21.7,24.3,89.3,0.8,31.3,17.3,75.5,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2021-03-11,26.8,21.6,24,28.9,21.6,24.1,90.3,0.7,32,17.6,65.6,Partly cloudy throughout the day with morning rain,rain
NgheAn,2021-03-12,25.7,21.6,23.6,25.7,21.6,23.6,89.9,0.2,27.4,14.4,66.1,Partly cloudy throughout the day with morning rain,rain
NgheAn,2021-03-13,24.9,21.6,23.3,24.9,21.6,23.3,90.1,0.4,28.4,14.8,68.7,Partly cloudy throughout the day with morning rain,rain
NgheAn,2021-03-14,25.5,20.2,23,25.5,20.2,23,89.3,0.1,29.2,15.5,68.5,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2021-03-15,26.3,20.7,23.9,26.3,20.7,23.9,88.2,0,30.2,16.9,57.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-03-16,26.2,22.7,24.6,26.2,22.7,24.6,90.4,0,30.2,16.6,73.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-03-17,26.8,23.1,24.9,29.4,23.1,25,89.2,0,30.6,15.8,81.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-03-18,27.4,23.7,25.3,30.5,23.7,25.7,87.7,0,27,15.5,79.2,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-03-19,27.3,23.6,25.3,30.2,23.6,25.7,88.6,0,27.7,16.6,65.9,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-03-20,27,24.2,25.5,30,24.2,25.7,90.4,0,27,14.4,87.7,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-03-21,27.2,17.9,23.2,31.5,17.9,23.4,90,18,62.3,34.2,99.3,Cloudy skies throughout the day with rain,rain
NgheAn,2021-03-22,19.4,16.4,17.9,19.4,16.4,17.9,76.4,4.1,44.3,27.4,100,Cloudy skies throughout the day with rain,rain
NgheAn,2021-03-23,21.7,17.1,19.1,21.7,17.1,19.1,68.9,0,30.2,17.6,88.8,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-03-24,22.8,18.4,20.9,22.8,18.4,20.9,81.4,0,25.2,14.4,97.4,Cloudy skies throughout the day,cloudy
NgheAn,2021-03-25,24.3,20.1,22.3,24.3,20.1,22.3,89.9,0.3,24.1,13.3,91.6,Cloudy skies throughout the day with rain in the morning and afternoon,rain
NgheAn,2021-03-26,25.6,21.4,23.9,25.6,21.4,23.9,91.3,0.5,34.9,19.4,89,Partly cloudy throughout the day with morning rain,rain
NgheAn,2021-03-27,27.3,23.4,24.9,30.2,23.4,25,90.5,0,29.2,16.6,80.1,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-03-28,27.9,23.3,25,31.6,23.3,25.3,92.6,0,23.8,11.2,91.8,Cloudy skies throughout the day,cloudy
NgheAn,2021-03-29,30.2,23.4,26.2,38.7,23.4,28.3,92.9,0,27.7,15.1,83.3,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-03-30,33.2,24.2,28.3,42.4,24.2,32,82.2,0.1,25.6,13.3,74.5,Partly cloudy throughout the day with late afternoon rain,rain
NgheAn,2021-03-31,35,25.1,28.3,39.9,25.1,31.9,83.6,0.3,25.9,15.5,61.7,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2021-04-01,31.3,24.4,27.2,39.4,24.4,30.2,90,0,27.7,19.1,47.5,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-04-02,30.8,25.2,27.1,39.4,25.2,29.4,90.4,0,25.9,14,68.4,Partly cloudy throughout the day,partly_cloudy_day
NgheAn,2021-04-03,28.3,25.1,26.4,33.6,25.1,27.6,91.6,0,34.6,18.4,93.6,Cloudy skies throughout the day,cloudy
NgheAn,2021-04-04,28.1,24.8,25.9,31.8,24.8,26.7,89.7,1.6,30.6,16.6,82.9,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2021-04-05,27.7,24.2,25.1,30.7,24.2,25.3,90,0.2,31.7,16.6,86.5,Partly cloudy throughout the day with early morning rain,rain
NgheAn,2021-04-06,27.6,23.4,25.4,30.6,23.4,26,88.5,1.4,33.5,17.3,64.4,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2021-04-07,27.4,23.4,25.7,30.6,23.4,26.4,88.5,2,24.8,14,70,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2021-04-08,29.6,23.9,26.6,33.9,23.9,28.6,86.1,0.4,32.4,16.9,55.8,Partly cloudy throughout the day with rain,rain
NgheAn,2021-04-09,26.5,22.6,25.1,26.5,22.6,25.1,88.4,0.6,38.2,21.6,88.1,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2021-04-10,26.5,22.1,24.2,26.5,22.1,24.2,90,5,29.5,16.6,85.6,Partly cloudy throughout the day with a chance of rain throughout the day,rain
NgheAn,2021-04-11,27.6,22.9,25.5,31.8,22.9,26.3,90.5,0.3,32.4,16.9,77.3,Partly cloudy throughout the day with afternoon rain,rain
NgheAn,2021-04-12,29.1,23.1,26.2,33.4,23.1,27.4,87.2,0.1,30.2,15.8,84.1,Partly cloudy throughout the day with morning rain,rain
NgheAn,2021-04-13,29.4,23.9,26.3,33.4,23.9,27.7,86.1,0,28.8,15.8,88.3,Partly cloudy throughout the day,partly_cloudy_day
